Sample,Period,Region,Site Name,Ti,Mn,Fe,Ni,Cu,Zn,Rb,Sr,Y,Zr,Nb,Ba,Pb,CaO,TiO2,MnO2
43,0,PL,CH-1,1.45085299526381,0.648080853678958,1.53259912022006,1.28259119171597,2.55198486338265,0.664766459716823,0.647742446580963,-1.46523201980511,-0.689334990911202,-1.85031806814642,-1.01975120501069,0.679281673291234,0.027215768031971,1.07698817177992,1.04120124313336,0.633077412434238
44,0,PL,CH-1,-0.457687953473384,3.00859172164233,-0.491368760926766,-0.54971124167331,-0.520832198182038,-0.711275400020231,-0.108456146409046,1.12626180757247,-1.07355987570993,-0.648526624385939,-0.098460961110866,0.387203247400781,0.46655049665913,0.716928429943235,0.462064817903193,3.15259446783418
45,0,PL,CH-1,0.026059350028624,-0.459864018926906,-0.094769907360844,0.137402170847671,-0.587632569085619,0.206085839804472,4.18408292556365,-0.693712094546944,-1.15040485266968,-0.456239993384263,2.05121627465538,-0.133578096875594,0.46655049665913,0.776938386916015,0.397716326210952,-0.427771874049948
46,0,PL,CH-1,-0.107888316020433,-0.371620621993695,-0.541069937618719,-0.091635633325989,-0.587632569085619,0.234753378548994,4.78459357293807,-0.274308442366674,-0.53564503699171,-0.087690617297716,1.74411952668878,0.621417079482747,0.905885225286288,1.21701140471641,0.719458784672157,-0.162559552428901
47,0,PL,CH-1,-1.53865415018775,-0.430449553282502,-1.59072020433576,-0.855094980571523,-1.12203553631426,-1.05528586495449,-1.30947744115788,2.2310669946609,-0.843024944830693,-0.183833932798554,0.515732534822349,0.574574313066354,-0.851453689222347,2.1771707162809,0.204670851134229,-0.427771874049948
48,0,PL,CH-1,-0.642825810369214,-0.011293417849753,-0.907351992093431,-0.473365306948756,0.280772252660925,-0.051922008896226,0.002749529030661,-0.387121169999909,0.155959755646,0.761575336293022,-0.405557709077473,0.866652738956808,-1.07112105353593,0.896958300861577,0.204670851134229,-0.029953391618378
49,0,PL,CH-1,0.321256117245016,0.547581429393913,-0.489163902811041,-0.244327502775096,-0.721233310892779,0.005413068592819,1.42618217465891,-0.988846830661326,-0.919869921790439,-0.872861027221228,-0.71265445704408,0.480888780233567,-0.192451596281609,0.6169118349886,0.719458784672157,1.42871437729738
50,0,PL,CH-1,0.281157134415044,-0.153463335131036,0.023511543638954,-0.244327502775096,-0.120029972760557,0.005413068592819,0.091714069382427,-0.610493207184028,-0.074575175233237,-0.985028228638873,-0.405557709077473,1.26343852507214,-0.412118960595188,1.29702468068012,0.912504259748878,-0.029953391618378
51,0,RL,SCOTT,2.35982502047924,-0.854723351099225,2.45190015193289,2.84746862915546,1.60161598653742,2.05954391903458,0.171670950023576,-0.364004453042517,-1.64872915925823,-1.43578159095932,-1.03637465907487,-0.683352290640062,0.271234966807562,0.880955645668835,0.989125676574804,-0.83885097256257
52,0,RL,SCOTT,1.25512718245939,-0.661292494322745,1.05473857867065,1.89848406248039,1.7505808136524,0.587219284519296,-0.155718558470922,-0.980324772211261,-1.40403016222578,-1.8438518945135,-1.28146918782051,-0.939580922515026,0.027987539632034,1.23701472370734,1.00215048858354,-0.653202347427837
53,0,RL,SCOTT,0.267259296918839,-0.306015560241638,0.735725359914626,1.67380349080902,1.63321256197481,0.473046511338425,-0.208852630196014,-0.598376644209414,0.048081703190831,-1.22169635815649,-0.450715978769215,-0.160747058538541,-1.7934915389813,0.818945356796962,1.05424973661847,-0.334947561482582
54,0,RL,SCOTT,1.87833262830834,1.57447595947496,1.08106025831246,1.95928960554194,-0.934393294446103,-0.494575155185891,-0.548919585690639,0.563941184542684,-0.27356063237188,1.54480368810642,1.04050836355338,0.647550868688224,2.10191924607087,-0.407258097346858,2.767012515767,1.45523560945948
55,0,RL,SCOTT,-1.07129083020215,1.34621693465004,0.801113173224723,-0.488292560533427,-0.690171138422614,-1.08569356760519,-1.52583920329338,0.202242329532007,0.410003101876762,-0.789663571580178,-0.912710790926438,-0.819324607565825,-1.10264123020085,0.682922787658659,-0.560826952464542,1.07067774310896
56,0,RL,SCOTT,0.009175969686168,-0.358837870393066,0.215296832375167,0.89005730572722,0.613972502727984,0.163030363070161,-0.337161738518348,-0.909587736742495,0.356076370845491,-0.739775259042498,-0.372274563532852,-0.282041014949242,-1.86782353422983,0.978971908724377,1.03471251860537,-0.387990025806791
57,0,RL,SCOTT,-1.11791929831009,1.84406227116275,-0.804479206065099,-1.02436295362313,0.945235542038838,-1.40475457193064,-0.236275949759446,-1.65920913153448,-0.075780104471966,-1.76105338870499,-0.653379564041809,-0.394799888675299,-0.928432807900122,-0.479270045714196,-0.072396502137016,2.26413319040367
58,0,RL,SCOTT,0.472710238532888,0.520722706931217,0.347167774122273,-0.218712230607342,1.61784847666699,-0.264390982346952,-0.94294353490861,0.294423520347836,0.350617303682271,1.91991551937764,-0.016915411946057,-0.422392343984412,-0.937868138566344,1.80710931494875,1.12588620266651,0.47395001946161
59,0,RL,SCOTT,0.70882176442311,-0.816372872929938,0.751184442443524,0.557399177767182,0.788588672269942,-0.657738427404371,-0.510197769502533,0.019791759669775,0.142066183811678,-0.704660324217589,-1.77919532079715,-1.34526020085677,-1.75367904617017,-0.121210635776603,-1.14694349285757,-0.573638650941523
60,0,RL,SCOTT,1.53763903950975,-0.604733129144716,1.223435391444,0.659832431923183,-0.0163557971182,1.96755328464314,-0.238967127105087,3.72609378293822,0.362199378609644,0.564273044684378,-1.06121909308211,-0.265339666438948,3.05995050371677,2.41120954847474,0.924001616531135,-0.61342049918468
61,1,RL,RICH,-0.32249258955787,-0.422508500783538,0.552961394505466,0.42306346379862,0.338754974605233,0.799165468915057,-0.601008324066598,-1.66378154801635,0.631021550809304,-0.830958219958142,-0.515199846810494,-1.27250419450854,-2.17895931619891,-1.63146121959159,-1.66793597320693,-0.772547892157308
62,1,RL,RICH,-0.00399893904953,-0.118052059399056,-0.108449519651799,0.610479053922555,0.487920202832928,0.158166899485314,0.549681281978229,-0.492589726301169,1.94709936421269,1.44478566797039,1.58792336454451,-0.61912310988261,-0.218941967803482,0.836948343888796,0.832827932469997,-0.149298936347849
63,1,RL,RICH,0.223893697918864,0.108997482623335,0.427811966569517,0.605934543977745,0.77175497880224,1.13895550400763,0.346263860463917,1.33570773233052,0.741383232919813,1.01685659742541,-0.071349846006878,0.033798329851883,-0.559074131819971,1.2470163832028,0.839340338474364,0.07613153703004
64,1,RL,RICH,1.94120223383105,-0.133787677493231,1.62629785721611,2.23941319853998,2.27409532042376,1.52050015329207,-0.317945397802367,-0.808070531785968,-0.252019448430525,-0.689034017290463,-1.59439739593426,-1.40597185963068,-0.684725120692097,1.3570346376529,0.650480564347721,-0.136038320266797
65,1,RL,RICH,3.36007359172451,0.162937947284043,2.53552886600645,3.84535212283668,4.54985035636693,2.4759335055885,-0.574874990338267,-0.494103243951964,-1.05767448207281,-2.03138367064304,-1.69293767913154,-1.70250061426236,-2.20979673837631,1.46105189640572,1.22357229273202,0.07613153703004
66,1,RL,RICH,-0.016343871948999,-0.313778465168098,-0.546056335788359,0.297725879520781,0.61036528269919,-0.154043738449285,1.02779896296371,-0.876003576659576,0.054942422733797,-0.333105046840181,0.410464683167364,0.059494405938255,-1.27155666212785,0.610910839291321,0.69606740637829,-0.374729409725739
67,1,RL,RICH,1.30641458159469,-0.642473929248236,1.43875498241195,1.51292783876278,2.35866458998769,0.739795626861004,-0.364562816946692,0.286266456798285,-0.815041078021032,-1.93192890564857,-0.943138243811717,-1.01604436400555,-1.54679216156203,1.32102866346923,1.45150650288486,-0.759287276076256
68,1,RL,RICH,-0.746404237611686,-0.293345610802045,-0.453704207754951,0.377436583952736,0.10007724936674,-0.365189230669492,0.193022439708,-0.79174047292212,1.38924171707388,-0.074007681725131,0.624294306196024,-0.822913691029474,-0.092600588882607,0.490890925345761,0.624430940330253,-0.348208177563634
69,1,RL,RICH,-0.886716973084001,-0.173898076556816,-0.798068597881442,0.46596363767762,0.470218104543479,-0.416730082562571,-0.351396064974631,0.080029762171443,0.39628166279083,-0.328856493772455,-0.115734846087239,-0.025443566215283,0.200124791786523,0.766936727420552,0.526744850264748,-0.26864448107732
70,1,RL,RICH,0.074904718384154,0.369640935226307,1.14182812692443,0.442785909745884,0.414372994468086,4.60879952967021,0.697213403357071,-0.612132294415972,0.398789882838796,-0.103918566257933,1.19816975252592,-0.29457666874426,-0.543953207619156,-0.23590441690704,1.01825389252161,0.367865090813192

